Description,Food,Service,Atmosphere,Price,labe
I went to the Blue Mountain Vineyards at Reading Terminal. It was super cute and our instructor was extremely personable and knowledgeable on the different wines.,1,0,0,0,1
We made our reservation for the weekend and it was very nice. They are very generous with the serving and the explanation of the wine and cheese pairing was interesting and amusing. We also got a bottle to enjoy later at home. In overall we totally recommend it! :D,1,0,0,0,1
Love this place the staff is amazing and the quality of wine and entertainment is the best,1,1,0,0,1
The tasting area was at capacity the day my husband and I were were here but the staff handled it perfectly. We were given a paper that guided us to which cheesepaired with which wine. The server was knowledgeable and very friendly. We will definitely return.,1,1,0,0,1
"When you get inside the vineyard you are greeted with so many smiles and hellos and welcomes. It was very nice. 

All the staff are super nice and very knowledgeable about the process and variety of wines. 

The Wine & Cheese pairing was so good that I am booking the Wine & Chocolate tasting next. 

The wine is also affordably priced. 

I recommend this highly.

Thanks for the wonderful time.",1,1,0,1,1
"Beautiful place, great wines, very friendly and fun entertainment.",1,0,1,0,1
very knowledgeable tour guide and server when it came to the wine tasting. very energetic and kept the group engaged the entire time. It was an awesome visit and I'd gladly go back. Well worth the money.,1,0,0,0,1
"Wonderful experience,beautiful vineyard, and yummy wines! Definitely worth it.",1,0,0,0,1
"Beautiful winery, beautiful people !!",1,0,0,0,1
"Totally worth it, a great value Groupon and something fun and different to do.",0,0,0,1,1
Amazing experience,0,0,0,0,1
"It was my first experience at the winery with my guest. We both really enjoyed the wine choices we selected to taste. The chocolate with the wine tasting was absolutely superb.

The merchant was awesome and very knowledgable of the wines.

I also purchased a tee shirt and a couple bottles of wine there afterwards.",1,0,0,0,1
I love their variety of sweet wines as well as their customer service! I hardly noticed that I was at reading terminal & all in all it was an excellent experience.,1,1,0,0,1
"did the wine and cheese pairing - not really worth the money.  Its more beneficial to go to the winery directly - its $5 for a tasting and you get a $5 credit toward a bottle of wine OR $7 for a tasting with a glass and $5 credit toward a bottle of wine.  

The woman we had wait on us was pleasant and knowledgeabe and the place is ok.  not something I would revisit.",1,0,0,1,0
The people there were very nice and accommodating! The discount you get is awesome and the overall experience is WAY worth the price :),0,0,1,1,1
"Nice quaint spot tucked away in the Reading Market Terminal.  A little heavy handed on the pouring,  but other than that,  hubby and I enjoyed ourselves.  Will be trying the chocolate pairing next.  Thank you.",1,0,0,0,1
Great time and AMAZING wine! The tour guy and staff were helpful and friendly. I would definitely recommend this place to anyone who enjoys great wine.,1,1,0,0,1
Despite being in reading terminal the experience was good. I think being in New Tripoli would have been a more pleasant experience. Overall would recommend.,0,0,0,0,1
We had a great time here celebrating my moms birthday! She is a wine lover so this was the perfect way to celebrate. The staff was very friendly and accomodating. Kat our server was super friendly and informative of the wine. The atmosphere was very chill and relaxing.,1,1,0,0,1
Gosh this place was AMAZING!!!!!..,0,0,0,0,1
Had a great time for girls night out!,0,0,0,0,1
Kat was very accommodating and knowledgable about their wines. Definitely a good deal,1,0,0,0,1
The staff was very friendly and knowledgeable! The Reading Terminal location is not the most visibly appealing place I've sipped a glass of wine though.,1,1,0,0,1
Awesome time. Loved it!!!,0,0,0,0,1
"Amazing! I would go every week, if I could!!",0,0,0,0,1
"Beautiful grounds and surroundings! Tested 5 Sweet wines (had option of 5 dry or 5 sweet)..each wine was paired with a certain common cheese that enhanced the wine and was listed on a paper you take home to try out. Bottles to purchase were about $10-12. Had inside and outside deck seating overlooking 2 ponds...only downfall was a bridal shower in back of tasting area was extremely loud, taking a bit away from the peaceful, tranquil atmosphere..purchased drinks and sat outside enjoying the experience!! Worth grabbing this Groupon! Get your souvenir glass and drink on!!",1,1,1,1,1
The sales people were knowledgeable and gave us healthy portions of the wine. The pairings were perfect. I would recommend this wine tasting. We had a great time.,1,0,0,0,1
The sales people were knowledgeable and gave us healthy portions of the wine. The pairings were perfect. I would recommend this wine tasting. We had a great time.,1,0,0,0,1
It was very a nice vineyard to visit.  We will most likely go back again.  Every one there was friendly and welcoming.,0,0,0,0,1
Wine was actually a lot better than we were expecting.  We even ended up buying two bottles.  The man who helped us was super nice and made it a lovely experience!,0,0,0,0,1
"A little chilly, but I had a good time. My instructor was awesome.",0,0,0,0,1
"Great visit, pretty location, and a wonderful experience. Generous pour, and the wines are quite good. We are already planning to go back this summer for a relaxing afternoon or evening. Excellent!",1,0,0,0,1
The wine was great and our host was perfect!!,1,0,0,0,1
"Excellent wines, ambiance and staff..",1,1,0,0,1
"Great workers, great experience awesome day!",0,0,0,0,1
"very nice. went to the reading termail location. Nice staff, great tastein wine. will do again",1,1,0,0,1
"Loved it!!! Hubby surprised me and took me here for wine and cheese tasting it was the best . Vincent was our tour guide and he made our experience fun and unforgettable, not to mention we were tipsy from all the delious wine. Definitely recommend Blue Mountain Vineyards for sure",1,0,0,0,1
First time I've gone to a wine tour and it was hands down the best and an amazing experience. People and staff members are beyond friendly.,1,1,0,0,1
The staff at the Reading Terminal location was awesome and friendly. We had a great time and bought wine at a great price.,1,1,0,1,1
We enjoyed all of the wines that we were offered and purchased several bottles. The manager took care of us and went above and beyond even carrying the case of wine to our car! I would definitely go back and reccomend them to my friends.,1,0,0,0,1
"WE ENJOYED EVERY MINUTE OF THE 2HOUR'S 
 CHOCOLATE  AND WINR WAS DEVINE.THE WORKERS WERE VERY VERY NICE. CAN'T WAIT TO GO BACK.",1,0,0,0,1
"This my second to me visiting and the second time was even more enjoyable than the first. they were very warm, energetic, and very informative. Highly Recommended !",0,0,0,0,1
A.J. Was so kind and informative. He taught me which wines I liked.,0,0,0,0,1
Friendly and knowledgeable staff with great tasting wine.,1,1,0,0,1
"We had a great time. The weather was beautiful for the ride out there and we met different people that we went on the tour with.

The gentleman that gave us the tour was great you had a lot of information to share with us and when he wasn't sure he told us instead of making it up.
We stayed for the Sunday Blues music and had a very relaxing time and tried quite a few wines as well as brought some  home.
We would go again!!",1,0,0,0,1
"Great little vineyard. We didn't reserve in time for the tour, but we did the tasting. Book in advance. It's a great day or weekend trip. Their website has a list of great places to stay near by. I would say where I stayed, but not sure Groupon allows it. I'm sure I can say it was in Kutztown.",0,0,0,1,1
We had a really nice time good people nice atmosphere will most definitely return,0,0,1,0,1
We had a really nice time good people nice atmosphere will most definitely return,0,0,1,0,1
